Potential applied (V);Time (s);WE(1).Current (A);Scan;Index;Q+;Q-;Current range;User events
-0.27130126953125;100.644004745898;0.000125823974609375;2;751;0.00363240365870297;-0.000430649667978287;1 mA;
-0.276336669921875;100.744712745644;0.00011383056640625;2;752;0.00363240365870297;-0.000430649667978287;1 mA;
-0.2813720703125;100.84542074539;0.000102874755859375;2;753;0.00363240365870297;-0.000430649667978287;1 mA;
-0.286407470703125;100.946128745136;9.2529296875E-05;2;754;0.00363240365870297;-0.000430649667978287;1 mA;
-0.29144287109375;101.046836744881;8.3587646484375E-05;2;755;0.00363240365870297;-0.000430649667978287;1 mA;
-0.296478271484375;101.147544744627;7.5164794921875E-05;2;756;0.00363240365870297;-0.000430649667978287;1 mA;
-0.301513671875;101.248252744373;6.707763671875E-05;2;757;0.00363240365870297;-0.000430649667978287;1 mA;
-0.306549072265625;101.348960744118;5.9661865234375E-05;2;758;0.00363240365870297;-0.000430649667978287;1 mA;
-0.31158447265625;101.449668743864;5.2825927734375E-05;2;759;0.00363240365870297;-0.000430649667978287;1 mA;
-0.316619873046875;101.55037674361;4.6746826171875E-05;2;760;0.00363240365870297;-0.000430649667978287;1 mA;
-0.3216552734375;101.651084743356;4.09820556640625E-05;2;761;0.00363240365870297;-0.000430649667978287;1 mA;
-0.326690673828125;101.751792743101;3.5845947265625E-05;2;762;0.00363240365870297;-0.000430649667978287;1 mA;
-0.33172607421875;101.852500742847;3.096923828125E-05;2;763;0.00363240365870297;-0.000430649667978287;1 mA;
-0.336761474609375;101.953208742593;2.64923095703125E-05;2;764;0.00363240365870297;-0.000430649667978287;1 mA;
-0.341796875;102.053916742339;2.271728515625E-05;2;765;0.00363240365870297;-0.000430649667978287;1 mA;
-0.346832275390625;102.154624742084;1.88812255859375E-05;2;766;0.00363240365870297;-0.000430649667978287;1 mA;
-0.35186767578125;102.25533274183;1.57379150390625E-05;2;767;0.00363240365870297;-0.000430649667978287;1 mA;
-0.356903076171875;102.356040741576;1.2677001953125E-05;2;768;0.00363240365870297;-0.000430649667978287;1 mA;
-0.3619384765625;102.456748741322;9.93957519531249E-06;2;769;0.00363240365870297;-0.000430649667978287;1 mA;
-0.366973876953125;102.557456741067;7.5958251953125E-06;2;770;0.00363240365870297;-0.000430649667978287;1 mA;
-0.37200927734375;102.658164740813;5.291748046875E-06;2;771;0.00363240365870297;-0.000430649667978287;1 mA;
-0.377044677734375;102.758872740559;3.23486328125E-06;2;772;0.00363240365870297;-0.000430649667978287;1 mA;
-0.382080078125;102.859580740305;1.56555175781251E-06;2;773;0.00363240365870297;-0.000430649667978287;1 mA;
-0.387115478515625;102.96028874005;-1.89208984374994E-07;2;774;0.00363240365870297;-0.000430649667978287;1 mA;
-0.39215087890625;103.060996739796;-1.6204833984375E-06;2;775;0.00363240365870297;-0.000430649667978287;1 mA;
-0.397186279296875;103.161704739542;-2.9632568359375E-06;2;776;0.00363240365870297;-0.000430649667978287;1 mA;
-0.4022216796875;103.262412739287;-4.193115234375E-06;2;777;0.00363240365870297;-0.000430649667978287;1 mA;
-0.407257080078125;103.363120739033;-5.48095703125E-06;2;778;0.00363240365870297;-0.000430649667978287;1 mA;
-0.41229248046875;103.463828738779;-6.40258789062501E-06;2;779;0.00363240365870297;-0.000430649667978287;1 mA;
-0.417327880859375;103.564536738525;-7.4005126953125E-06;2;780;0.00363240365870297;-0.000430649667978287;1 mA;
-0.42236328125;103.66524473827;-8.41369628906249E-06;2;781;0.00363240365870297;-0.000430649667978287;1 mA;
